customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroups,IsMonthly,IsSingle,TotalServices,AvgMonthlyCharge,ChargeDiff
CUST34536,Male,0,1,0,21.0,1,Yes,Fiber optic,0,1,0,1,0,0,Monthly,1,Electronic check,34.29,720.09,Yes,1-2,1,0,2,34.29,0.0
CUST34537,Female,1,1,0,28.0,1,Yes,DSL,1,0,1,0,0,0,One year,0,Electronic check,33.86,948.08,No,2-4,0,0,2,33.86,0.0
CUST34538,Female,0,1,1,59.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),33.41,1971.19,Yes,4-6,1,1,0,33.410000000000004,-7.105427357601002e-15
CUST34539,Female,0,0,0,26.0,1,Yes,DSL,0,0,0,0,0,0,Two year,1,Electronic check,36.4,946.4,No,2-4,0,0,0,36.4,0.0
CUST34540,Male,0,1,0,36.0,1,No,DSL,0,0,0,0,0,0,Monthly,0,Electronic check,44.78,1612.08,Yes,2-4,1,0,0,44.78,0.0
CUST34541,Male,0,0,0,7.0,1,Yes,DSL,1,1,0,0,1,0,One year,0,Electronic check,93.82,656.74,Yes,0-1,0,0,3,93.82000000000001,-1.4210854715202004e-14
CUST34542,Male,0,0,0,65.0,1,No,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,26.94,1751.1,No,4-6,0,0,1,26.939999999999998,3.552713678800501e-15
CUST34543,Female,1,0,0,16.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),40.77,652.32,No,1-2,0,0,0,40.77,0.0
CUST34544,Male,0,0,1,17.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Mailed check,84.71,1440.07,Yes,1-2,1,0,0,84.71,0.0
CUST34545,Female,0,0,1,59.0,0,No phone service,DSL,0,1,0,0,0,0,Monthly,1,Electronic check,28.27,1667.93,Yes,4-6,1,0,1,28.27,0.0
CUST34546,Female,0,0,0,18.0,1,No,Fiber optic,1,0,0,0,0,1,One year,0,Mailed check,105.66,1901.88,No,1-2,0,0,2,105.66000000000001,-1.4210854715202004e-14
CUST34547,Female,0,1,0,14.0,1,Yes,Fiber optic,0,0,0,1,0,0,Monthly,0,Bank transfer (automatic),29.16,408.24,Yes,1-2,1,0,1,29.16,0.0
CUST34548,Male,1,1,0,36.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,37.1,1335.6,Yes,2-4,1,0,0,37.099999999999994,7.105427357601002e-15
CUST34549,Female,1,1,0,22.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),61.35,1349.7,Yes,1-2,1,0,0,61.35,0.0
CUST34550,Female,0,0,0,29.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,0,Electronic check,83.7,2427.3,No,2-4,1,0,0,83.7,0.0
CUST34551,Female,0,1,0,41.0,1,No phone service,Fiber optic,0,1,0,0,0,0,Monthly,0,Bank transfer (automatic),24.18,991.38,Yes,2-4,1,0,1,24.18,0.0
CUST34552,Male,0,0,0,7.0,1,No,Fiber optic,0,1,0,1,0,0,One year,1,Mailed check,93.24,652.68,No,0-1,0,0,2,93.24,0.0
CUST34553,Female,0,0,0,16.0,1,No,Fiber optic,0,0,0,1,1,0,One year,0,Credit card (automatic),48.34,773.44,No,1-2,0,0,2,48.34,0.0
CUST34554,Male,0,0,1,10.0,1,No,No,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),45.89,458.9,Yes,0-1,1,0,0,45.89,0.0
CUST34555,Female,0,1,0,17.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,0,Electronic check,45.68,776.56,Yes,1-2,1,0,0,45.68,0.0
CUST34556,Male,0,1,1,12.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),27.95,335.4,Yes,0-1,1,1,0,27.95,0.0
CUST34557,Male,0,1,0,44.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),27.76,1221.44,Yes,2-4,1,0,0,27.76,0.0
CUST34558,Female,0,0,1,1.0,1,Yes,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,60.7,60.7,Yes,0-1,0,0,1,60.7,0.0
CUST34559,Female,0,0,1,15.0,1,Yes,DSL,0,0,0,0,0,1,Monthly,0,Bank transfer (automatic),25.94,389.1,Yes,1-2,1,0,1,25.94,0.0
CUST34560,Male,1,0,0,21.0,1,Yes,Fiber optic,1,0,1,0,0,1,Two year,1,Electronic check,39.13,821.73,No,1-2,0,0,3,39.13,0.0
CUST34561,Female,0,0,0,8.0,0,No phone service,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,35.71,285.68,Yes,0-1,1,0,0,35.71,0.0
CUST34562,Male,0,1,0,10.0,1,Yes,DSL,1,0,0,0,0,0,Monthly,0,Electronic check,45.18,451.8,Yes,0-1,1,0,1,45.18,0.0
CUST34563,Female,0,0,1,39.0,1,No,DSL,0,0,0,1,0,0,Two year,1,Electronic check,34.68,1352.52,No,2-4,0,0,1,34.68,0.0
CUST34564,Female,1,0,0,33.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Mailed check,29.31,967.23,No,2-4,1,0,0,29.310000000000002,-3.552713678800501e-15
CUST34565,Female,0,0,1,37.0,0,No phone service,DSL,0,0,1,0,0,0,Monthly,0,Mailed check,52.19,1931.03,Yes,2-4,1,0,1,52.19,0.0
CUST34566,Male,1,1,0,22.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,1,Electronic check,39.34,865.48,Yes,1-2,1,0,1,39.34,0.0
CUST34567,Female,0,1,1,5.0,1,No,Fiber optic,0,0,0,1,0,0,Two year,1,Electronic check,67.65,338.25,No,0-1,0,1,1,67.65,0.0
CUST34568,Female,0,1,0,36.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),41.28,1486.08,No,2-4,0,0,0,41.28,0.0
CUST34569,Female,0,0,1,36.0,1,Yes,Fiber optic,0,0,1,0,0,0,One year,1,Mailed check,34.45,1240.2,No,2-4,0,0,1,34.45,0.0
CUST34570,Female,0,1,1,40.0,1,Yes,DSL,0,0,0,0,0,0,Two year,0,Electronic check,111.26,4450.4,No,2-4,0,1,0,111.25999999999999,1.4210854715202004e-14
CUST34571,Male,0,1,1,18.0,1,Yes,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),30.98,557.64,No,1-2,0,1,0,30.98,0.0
CUST34572,Male,0,0,1,39.0,1,Yes,Fiber optic,0,1,0,1,1,0,Monthly,1,Bank transfer (automatic),43.46,1694.94,No,2-4,1,0,3,43.46,0.0
CUST34573,Female,0,0,0,18.0,1,Yes,No,0,1,0,0,0,0,Monthly,1,Bank transfer (automatic),46.81,842.58,Yes,1-2,1,0,1,46.81,0.0
CUST34574,Female,0,0,0,11.0,1,Yes,Fiber optic,1,0,1,0,0,0,Monthly,1,Electronic check,43.39,477.29,Yes,0-1,1,0,2,43.39,0.0
CUST34575,Female,0,1,1,65.0,1,No,Fiber optic,0,0,0,0,0,1,One year,1,Mailed check,105.72,6871.8,No,4-6,0,1,1,105.72,0.0
CUST34576,Male,1,0,0,3.0,0,No phone service,DSL,0,0,0,1,0,0,Monthly,1,Mailed check,24.05,72.15,Yes,0-1,1,0,1,24.05,0.0
CUST34577,Male,0,0,0,15.0,1,No,No,0,0,0,0,0,0,Monthly,0,Electronic check,35.24,528.6,No,1-2,1,0,0,35.24,0.0
CUST34578,Female,0,0,0,27.0,1,Yes,Fiber optic,0,1,0,0,0,0,Monthly,1,Credit card (automatic),19.29,520.83,Yes,2-4,1,0,1,19.290000000000003,-3.552713678800501e-15
CUST34579,Male,0,1,0,2.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Electronic check,71.03,142.06,Yes,0-1,1,0,0,71.03,0.0
CUST34580,Male,0,1,0,42.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Mailed check,111.92,5.6,No,2-4,1,0,0,0.13333333333333333,111.78666666666666
CUST34581,Female,0,0,0,18.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Electronic check,42.76,769.68,Yes,1-2,1,0,0,42.76,0.0
CUST34582,Female,0,0,1,2.0,1,Yes,DSL,0,1,1,0,0,0,One year,1,Credit card (automatic),22.03,44.06,No,0-1,0,0,2,22.03,0.0
CUST34583,Female,0,0,1,14.0,1,No,No,0,0,0,0,0,0,Two year,1,Electronic check,85.42,1195.88,No,1-2,0,0,0,85.42,0.0
CUST34584,Male,0,0,0,7.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,0,Electronic check,30.44,213.08,Yes,0-1,1,0,0,30.44,0.0
CUST34585,Female,0,0,0,4.0,1,No,Fiber optic,0,0,0,0,0,0,One year,1,Electronic check,80.65,322.6,No,0-1,0,0,0,80.65,0.0
CUST34586,Female,0,0,0,30.0,1,Yes,Fiber optic,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),31.6,948.0,No,2-4,0,0,0,31.6,0.0
CUST34587,Male,0,1,0,17.0,1,Yes,Fiber optic,0,0,0,0,1,0,Two year,1,Mailed check,55.74,947.58,No,1-2,0,0,1,55.74,0.0
CUST34588,Male,0,0,1,20.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,1,Electronic check,62.57,1251.4,No,1-2,1,0,1,62.57000000000001,-7.105427357601002e-15
CUST34589,Female,0,0,0,6.0,1,Yes,Fiber optic,0,0,0,1,0,1,Monthly,0,Electronic check,23.15,138.9,Yes,0-1,1,0,2,23.150000000000002,-3.552713678800501e-15
CUST34590,Male,0,1,0,5.0,1,No,DSL,1,0,1,0,0,0,Monthly,0,Electronic check,58.53,292.65,Yes,0-1,1,0,2,58.529999999999994,7.105427357601002e-15
CUST34591,Male,0,0,0,13.0,1,No,Fiber optic,0,0,1,0,0,0,One year,1,Electronic check,31.61,410.93,No,1-2,0,0,1,31.61,0.0
CUST34592,Male,0,1,1,4.0,1,Yes,Fiber optic,0,1,0,1,0,1,Monthly,1,Electronic check,106.89,427.56,Yes,0-1,1,1,3,106.89,0.0
CUST34593,Male,0,0,0,33.0,1,No,Fiber optic,0,0,0,0,0,1,Two year,0,Electronic check,32.56,1074.48,No,2-4,0,0,1,32.56,0.0
CUST34594,Female,1,0,0,12.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Electronic check,48.29,579.48,Yes,0-1,1,0,0,48.29,0.0
CUST34595,Male,0,0,0,13.0,1,No,Fiber optic,0,1,0,0,0,0,Two year,1,Bank transfer (automatic),45.25,588.25,No,1-2,0,0,1,45.25,0.0
CUST34596,Male,0,0,1,4.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),48.4,193.6,Yes,0-1,1,0,0,48.4,0.0
CUST34597,Female,0,0,0,12.0,1,No,No,0,0,0,0,0,0,Monthly,1,Electronic check,79.27,951.24,No,0-1,1,0,0,79.27,0.0
CUST34598,Female,0,0,0,1.0,1,No phone service,DSL,0,0,1,1,1,0,Two year,1,Credit card (automatic),86.13,86.13,No,0-1,0,0,3,86.13,0.0
CUST34599,Female,0,0,0,41.0,1,No,DSL,0,0,0,0,0,0,Monthly,1,Electronic check,34.24,1403.84,No,2-4,1,0,0,34.239999999999995,7.105427357601002e-15
CUST34600,Male,0,0,0,20.0,0,No phone service,Fiber optic,0,1,0,0,0,0,Two year,0,Electronic check,23.06,461.2,No,1-2,0,0,1,23.06,0.0
CUST34601,Male,0,0,1,22.0,0,No phone service,Fiber optic,0,0,0,1,0,0,Monthly,1,Credit card (automatic),33.26,731.72,Yes,1-2,1,0,1,33.26,0.0
CUST34602,Male,0,0,1,38.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,1,Mailed check,99.65,3786.7,Yes,2-4,1,0,0,99.64999999999999,1.4210854715202004e-14
CUST34603,Female,0,1,0,3.0,1,Yes,Fiber optic,1,0,0,0,0,1,Monthly,1,Bank transfer (automatic),49.63,148.89,Yes,0-1,1,0,2,49.629999999999995,7.105427357601002e-15
CUST34604,Female,0,0,1,25.0,1,Yes,DSL,0,1,0,1,0,1,Monthly,0,Electronic check,39.24,981.0,Yes,2-4,1,0,3,39.24,0.0
CUST34605,Female,0,1,0,26.0,1,Yes,Fiber optic,0,1,1,1,0,0,Two year,0,Electronic check,42.0,1092.0,No,2-4,0,0,3,42.0,0.0
CUST34606,Female,0,1,0,20.0,1,No,DSL,1,0,0,0,0,0,Monthly,0,Bank transfer (automatic),37.28,745.6,Yes,1-2,1,0,1,37.28,0.0
CUST34607,Female,1,1,0,12.0,1,Yes,DSL,0,1,1,1,0,0,Monthly,0,Bank transfer (automatic),32.09,385.08,Yes,0-1,1,0,3,32.089999999999996,7.105427357601002e-15
CUST34608,Female,0,0,0,39.0,1,No,No,0,0,0,0,0,0,Monthly,0,Credit card (automatic),44.11,1720.29,Yes,2-4,1,0,0,44.11,0.0
CUST34609,Female,0,0,0,19.0,1,No,No,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),45.26,859.94,No,1-2,1,0,0,45.260000000000005,-7.105427357601002e-15
CUST34610,Male,0,1,1,8.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),83.62,668.96,Yes,0-1,1,1,0,83.62,0.0
CUST34611,Female,0,0,1,43.0,1,No,Fiber optic,0,1,0,1,0,0,Monthly,1,Credit card (automatic),103.04,4430.72,Yes,2-4,1,0,2,103.04,0.0
CUST34612,Female,0,0,1,26.0,1,No,Fiber optic,1,0,0,0,1,0,One year,1,Mailed check,95.39,2480.14,No,2-4,0,0,2,95.39,0.0
CUST34613,Female,0,0,1,22.0,1,No,Fiber optic,0,0,0,0,1,0,Monthly,0,Electronic check,35.65,784.3,No,1-2,1,0,1,35.65,0.0
CUST34614,Female,0,0,0,37.0,1,No,No,0,0,0,0,0,0,Monthly,0,Mailed check,46.16,1707.92,Yes,2-4,1,0,0,46.160000000000004,-7.105427357601002e-15
CUST34615,Female,0,1,0,1.0,1,No,Fiber optic,1,1,1,0,1,0,One year,0,Electronic check,32.5,32.5,No,0-1,0,0,4,32.5,0.0
CUST34616,Male,1,1,0,28.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Mailed check,29.22,818.16,No,2-4,1,0,1,29.22,0.0
CUST34617,Female,0,0,0,5.0,1,Yes,DSL,0,0,0,1,0,0,Two year,0,Electronic check,39.02,195.1,No,0-1,0,0,1,39.019999999999996,7.105427357601002e-15
CUST34618,Female,0,0,0,9.0,1,Yes,DSL,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.17,172.53,No,0-1,0,0,0,19.17,0.0
CUST34619,Female,1,1,0,21.0,1,No phone service,No,0,0,0,0,0,0,Monthly,1,Credit card (automatic),47.58,999.18,Yes,1-2,1,0,0,47.58,0.0
CUST34620,Male,0,0,0,19.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Mailed check,104.18,1979.42,Yes,1-2,1,0,0,104.18,0.0
CUST34621,Female,1,0,1,9.0,1,Yes,DSL,0,0,0,0,0,0,One year,0,Mailed check,53.02,477.18,No,0-1,0,0,0,53.02,0.0
CUST34622,Female,1,1,0,45.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Bank transfer (automatic),38.7,1741.5,Yes,2-4,1,0,1,38.7,0.0
CUST34623,Female,0,0,0,5.0,1,No,Fiber optic,1,0,0,0,1,0,Monthly,0,Mailed check,70.21,351.05,No,0-1,1,0,2,70.21000000000001,-1.4210854715202004e-14
CUST34624,Male,0,1,1,12.0,1,No,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),101.22,1214.64,Yes,0-1,0,1,0,101.22000000000001,-1.4210854715202004e-14
CUST34625,Female,0,1,0,23.0,0,No phone service,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),45.82,1053.86,No,1-2,0,0,0,45.81999999999999,7.105427357601002e-15
CUST34626,Male,0,0,1,21.0,1,No,DSL,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),33.55,704.55,Yes,1-2,1,0,0,33.55,0.0
CUST34627,Female,0,0,0,3.0,1,Yes,Fiber optic,0,0,0,1,1,0,Two year,1,Electronic check,104.43,313.29,No,0-1,0,0,2,104.43,0.0
CUST34628,Female,1,1,1,9.0,1,Yes,Fiber optic,0,1,0,0,0,1,Monthly,1,Mailed check,41.64,374.76,Yes,0-1,1,1,2,41.64,0.0
CUST34629,Female,0,1,1,63.0,1,Yes,Fiber optic,1,0,0,0,0,0,Two year,0,Electronic check,34.24,2157.12,No,4-6,0,1,1,34.239999999999995,7.105427357601002e-15
CUST34630,Male,1,1,1,28.0,1,No,Fiber optic,1,0,0,0,0,0,One year,1,Electronic check,21.06,589.68,No,2-4,0,1,1,21.06,0.0
CUST34631,Male,0,0,0,47.0,1,No,Fiber optic,1,1,0,0,0,0,Monthly,1,Electronic check,28.46,1337.62,Yes,2-4,1,0,2,28.459999999999997,3.552713678800501e-15
CUST34632,Female,0,0,1,25.0,1,Yes,DSL,0,0,0,0,0,0,One year,1,Electronic check,33.05,826.25,Yes,2-4,0,0,0,33.05,0.0
CUST34633,Female,0,0,0,33.0,1,Yes,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,46.5,1534.5,No,2-4,0,0,1,46.5,0.0
CUST34634,Female,0,0,0,11.0,1,Yes,Fiber optic,1,1,0,0,0,0,Monthly,1,Electronic check,35.38,389.18,No,0-1,1,0,2,35.38,0.0
CUST34635,Female,0,1,0,34.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,116.76,3969.84,Yes,2-4,1,0,0,116.76,0.0
CUST34636,Female,0,1,0,14.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Electronic check,42.52,595.28,Yes,1-2,1,0,0,42.519999999999996,7.105427357601002e-15
CUST34637,Male,1,0,0,25.0,1,Yes,Fiber optic,0,0,0,0,0,1,Monthly,0,Credit card (automatic),23.96,599.0,Yes,2-4,1,0,1,23.96,0.0
CUST34638,Female,0,1,0,13.0,0,No phone service,DSL,0,0,0,0,0,0,Monthly,1,Electronic check,103.01,1339.13,Yes,1-2,1,0,0,103.01,0.0
CUST34639,Female,0,0,1,39.0,1,No,No,0,0,0,0,0,0,Monthly,0,Electronic check,44.53,1736.67,Yes,2-4,1,0,0,44.53,0.0
CUST34640,Female,0,0,0,13.0,0,No phone service,Fiber optic,0,0,0,0,0,0,Two year,1,Electronic check,26.31,342.03,No,1-2,0,0,0,26.31,0.0
CUST34641,Female,0,0,0,43.0,1,No,Fiber optic,1,1,0,0,0,0,Monthly,0,Credit card (automatic),44.81,1926.83,No,2-4,1,0,2,44.809999999999995,7.105427357601002e-15
CUST34642,Female,0,0,0,41.0,1,No,DSL,0,0,0,1,0,1,One year,0,Electronic check,111.19,4558.79,No,2-4,0,0,2,111.19,0.0
CUST34643,Female,0,0,0,10.0,1,No,Fiber optic,1,0,0,1,0,0,One year,0,Mailed check,76.24,762.4,No,0-1,0,0,2,76.24,0.0
CUST34644,Female,0,0,1,9.0,1,Yes,Fiber optic,0,0,0,0,0,0,One year,1,Mailed check,33.65,302.85,Yes,0-1,0,0,0,33.650000000000006,-7.105427357601002e-15
CUST34645,Female,0,0,0,30.0,1,No,DSL,0,0,0,0,0,1,Monthly,1,Electronic check,42.36,1270.8,Yes,2-4,1,0,1,42.36,0.0
CUST34646,Male,0,0,0,25.0,1,Yes,Fiber optic,0,1,0,0,0,0,Two year,1,Bank transfer (automatic),30.75,768.75,No,2-4,0,0,1,30.75,0.0
CUST34647,Male,1,0,0,52.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Credit card (automatic),29.89,1554.28,Yes,4-6,1,0,0,29.89,0.0
CUST34648,Female,1,1,1,48.0,1,Yes,DSL,0,0,0,0,0,1,One year,1,Electronic check,75.1,3604.8,Yes,2-4,0,1,1,75.10000000000001,-1.4210854715202004e-14
CUST34649,Male,0,1,0,16.0,1,Yes,DSL,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),106.92,1710.72,No,1-2,0,0,0,106.92,0.0
CUST34650,Male,0,0,0,72.0,0,No phone service,No,0,0,0,0,0,0,One year,1,Electronic check,47.84,3444.48,No,4-6,0,0,0,47.84,0.0
CUST34651,Female,0,1,1,12.0,1,No,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,26.58,318.96,Yes,0-1,1,1,0,26.58,0.0
CUST34652,Male,0,0,1,25.0,1,No,Fiber optic,0,0,0,0,1,0,Monthly,1,Mailed check,73.18,1829.5,Yes,2-4,1,0,1,73.18,0.0
CUST34653,Female,0,1,0,27.0,0,No phone service,Fiber optic,1,0,1,0,1,0,Monthly,1,Electronic check,113.08,3053.16,Yes,2-4,1,0,3,113.08,0.0
CUST34654,Male,0,0,0,22.0,1,No,DSL,0,0,0,0,0,0,Monthly,1,Electronic check,40.41,889.02,No,1-2,1,0,0,40.41,0.0
CUST34655,Male,0,1,0,16.0,1,Yes,Fiber optic,0,0,0,0,1,0,Monthly,1,Credit card (automatic),70.05,1120.8,Yes,1-2,1,0,1,70.05,0.0
CUST34656,Female,0,0,0,1.0,1,Yes,No,0,0,0,0,0,0,Monthly,0,Mailed check,47.65,47.65,Yes,0-1,1,0,0,47.65,0.0
CUST34657,Female,0,0,0,38.0,1,Yes,No,0,0,0,0,0,0,Monthly,1,Electronic check,42.73,1623.74,Yes,2-4,1,0,0,42.73,0.0
CUST34658,Female,0,1,1,13.0,1,Yes,Fiber optic,0,0,0,0,1,0,One year,0,Mailed check,33.94,441.22,Yes,1-2,0,1,1,33.940000000000005,-7.105427357601002e-15
CUST34659,Female,0,1,1,35.0,1,Yes,DSL,0,1,0,0,0,0,Monthly,1,Credit card (automatic),33.93,1187.55,No,2-4,1,1,1,33.93,0.0
CUST34660,Female,0,0,0,55.0,1,Yes,DSL,0,0,0,0,1,0,Monthly,1,Credit card (automatic),109.28,6010.4,Yes,4-6,1,0,1,109.27999999999999,1.4210854715202004e-14
CUST34661,Male,1,1,0,13.0,1,Yes,DSL,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),24.83,322.79,No,1-2,1,0,0,24.830000000000002,-3.552713678800501e-15
CUST34662,Male,1,0,0,36.0,1,No,Fiber optic,0,0,0,1,1,0,Monthly,1,Electronic check,25.56,920.16,No,2-4,1,0,2,25.56,0.0
CUST34663,Male,1,0,0,30.0,1,Yes,Fiber optic,0,0,0,0,0,0,Monthly,1,Electronic check,24.64,739.2,No,2-4,1,0,0,24.64,0.0
CUST34664,Male,0,1,0,6.0,0,No phone service,Fiber optic,0,1,1,0,0,0,Monthly,1,Bank transfer (automatic),87.98,527.88,Yes,0-1,1,0,2,87.98,0.0
CUST34665,Female,0,0,0,22.0,1,No,Fiber optic,0,0,0,0,1,0,Monthly,1,Bank transfer (automatic),34.86,766.92,Yes,1-2,1,0,1,34.86,0.0
CUST34666,Female,0,1,0,47.0,1,No,Fiber optic,1,0,0,0,0,1,Two year,1,Mailed check,20.3,954.1,No,2-4,0,0,2,20.3,0.0
CUST34667,Male,0,0,0,19.0,1,Yes,Fiber optic,0,0,1,1,0,0,Two year,1,Electronic check,46.23,878.37,No,1-2,0,0,2,46.23,0.0
CUST34668,Male,0,0,1,48.0,1,Yes,Fiber optic,0,0,1,0,0,0,Monthly,0,Bank transfer (automatic),70.2,3369.6,No,2-4,1,0,1,70.2,0.0
CUST34669,Female,0,0,0,17.0,1,Yes,DSL,0,0,1,0,1,0,Monthly,0,Electronic check,108.79,1849.43,No,1-2,1,0,2,108.79,0.0
CUST34670,Female,1,0,0,21.0,1,No,Fiber optic,0,1,0,0,1,0,One year,0,Bank transfer (automatic),53.24,1118.04,No,1-2,0,0,2,53.239999999999995,7.105427357601002e-15
CUST34671,Female,0,0,0,14.0,1,Yes,Fiber optic,0,1,1,0,0,0,Monthly,1,Bank transfer (automatic),31.34,438.76,Yes,1-2,1,0,2,31.34,0.0
CUST34672,Male,0,0,1,25.0,1,No,Fiber optic,0,0,1,0,0,0,Two year,1,Bank transfer (automatic),58.06,1451.5,No,2-4,0,0,1,58.06,0.0
CUST34673,Female,0,1,1,1.0,1,Yes,Fiber optic,0,1,0,1,0,0,Monthly,1,Credit card (automatic),36.22,36.22,No,0-1,1,1,2,36.22,0.0
CUST34674,Female,0,1,1,26.0,0,No phone service,Fiber optic,1,0,0,0,0,0,Monthly,1,Electronic check,27.77,722.02,Yes,2-4,1,1,1,27.77,0.0
CUST34676,Female,0,0,0,19.0,1,Yes,DSL,0,0,0,0,0,0,One year,0,Bank transfer (automatic),102.42,1945.98,Yes,1-2,0,0,0,102.42,0.0
CUST34677,Male,1,0,0,44.0,1,No,Fiber optic,0,0,0,0,0,0,One year,1,Electronic check,52.98,2331.12,Yes,2-4,0,0,0,52.98,0.0
CUST34678,Male,0,0,1,51.0,1,Yes,Fiber optic,0,0,1,1,0,0,Two year,1,Electronic check,44.61,2275.11,No,4-6,0,0,2,44.61,0.0
CUST34679,Female,0,0,0,4.0,0,No phone service,Fiber optic,0,0,1,1,0,0,Monthly,1,Credit card (automatic),34.78,139.12,No,0-1,1,0,2,34.78,0.0
CUST34680,Female,0,0,1,39.0,1,No,DSL,0,0,0,1,0,0,Monthly,1,Mailed check,34.63,1350.57,Yes,2-4,1,0,1,34.629999999999995,7.105427357601002e-15
CUST34681,Female,0,0,0,12.0,0,No phone service,No,0,0,0,0,0,0,Monthly,0,Mailed check,93.11,1117.32,No,0-1,1,0,0,93.11,0.0
CUST34682,Male,1,0,0,7.0,1,No,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),113.04,791.28,No,0-1,0,0,0,113.03999999999999,1.4210854715202004e-14
CUST34683,Female,0,0,0,20.0,1,No,Fiber optic,0,1,0,0,1,0,Monthly,0,Bank transfer (automatic),36.22,724.4,Yes,1-2,1,0,2,36.22,0.0
CUST34684,Male,0,0,0,9.0,1,No,Fiber optic,0,0,1,0,0,1,One year,1,Electronic check,36.29,326.61,No,0-1,0,0,2,36.29,0.0
CUST34685,Male,0,0,0,19.0,1,No,No,0,0,0,0,0,0,Monthly,1,Bank transfer (automatic),47.81,908.39,Yes,1-2,1,0,0,47.81,0.0
CUST34686,Male,0,0,1,9.0,1,Yes,Fiber optic,0,0,1,0,1,0,Monthly,0,Electronic check,21.24,191.16,Yes,0-1,1,0,2,21.24,0.0
CUST34688,Female,0,1,0,29.0,1,Yes,Fiber optic,0,1,1,0,0,0,Monthly,1,Bank transfer (automatic),53.99,1565.71,Yes,2-4,1,0,2,53.99,0.0
CUST34689,Male,0,1,0,21.0,1,No,Fiber optic,0,1,0,0,0,0,One year,1,Electronic check,27.77,583.17,No,1-2,0,0,1,27.77,0.0
CUST34690,Male,0,1,0,37.0,1,No,No,0,0,0,0,0,0,Monthly,0,Bank transfer (automatic),111.41,4122.17,Yes,2-4,1,0,0,111.41,0.0
CUST34691,Female,0,0,0,4.0,1,No,DSL,0,0,0,0,0,1,Two year,1,Electronic check,38.87,155.48,No,0-1,0,0,1,38.87,0.0
CUST34692,Female,0,1,0,17.0,1,Yes,Fiber optic,0,0,1,1,0,0,Monthly,0,Credit card (automatic),39.43,670.31,Yes,1-2,1,0,2,39.43,0.0
CUST34693,Male,0,0,0,20.0,0,No phone service,Fiber optic,0,0,0,0,1,0,Two year,0,Bank transfer (automatic),62.35,1247.0,No,1-2,0,0,1,62.35,0.0
CUST34694,Male,0,0,0,44.0,1,Yes,DSL,1,0,0,0,0,1,Monthly,1,Mailed check,47.63,2095.72,No,2-4,1,0,2,47.629999999999995,7.105427357601002e-15
